age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,nr.employed,y
32,technician,married,professional.course,no,no,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
34,blue-collar,married,basic.6y,,no,no,cellular,jul,wed,3,999,0,nonexistent,93.918,-42.7,5228.1,1
43,admin.,divorced,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
43,entrepreneur,married,basic.9y,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
47,admin.,married,university.degree,no,,,cellular,aug,tue,2,999,0,nonexistent,93.444,-36.1,5228.1,0
33,admin.,single,high.school,no,no,yes,telephone,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
27,blue-collar,married,basic.9y,,no,no,cellular,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,0
45,blue-collar,married,basic.4y,,yes,no,cellular,aug,fri,1,999,0,nonexistent,93.444,-36.1,5228.1,1
42,self-employed,married,university.degree,no,yes,no,telephone,may,wed,4,999,0,nonexistent,93.994,-36.4,5191.0,0
35,services,married,high.school,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
47,services,divorced,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
42,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,3,999,0,nonexistent,94.465,-41.8,5228.1,0
24,student,single,professional.course,no,no,no,cellular,nov,mon,2,999,1,failure,92.649,-30.1,5017.5,0
54,admin.,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,1
53,technician,married,professional.course,no,no,no,cellular,sep,tue,1,3,1,success,92.379,-29.8,5017.5,1
50,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,93.2,-42.0,5195.8,0
37,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
32,services,married,high.school,no,no,yes,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
41,management,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,93.444,-36.1,5228.1,0
47,technician,married,professional.course,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
32,entrepreneur,divorced,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,92.893,-46.2,5099.1,0
26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,1
33,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
31,blue-collar,married,basic.4y,,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,1
55,entrepreneur,divorced,professional.course,no,no,no,telephone,jul,wed,4,999,0,nonexistent,93.918,-42.7,5228.1,0
47,management,married,university.degree,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,92.963,-40.8,5076.2,0
34,technician,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,93.075,-47.1,5099.1,0
43,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,93.075,-47.1,5099.1,1
35,services,married,basic.9y,no,yes,no,telephone,apr,mon,4,999,2,failure,93.075,-47.1,5099.1,0
55,entrepreneur,divorced,university.degree,no,yes,yes,telephone,may,mon,7,999,0,nonexistent,93.994,-36.4,5191.0,0
44,technician,single,basic.6y,,no,no,telephone,jun,fri,9,999,0,nonexistent,94.465,-41.8,5228.1,0
25,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
53,services,married,high.school,no,no,no,cellular,nov,mon,1,999,1,failure,93.2,-42.0,5195.8,0
33,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,1,11,1,success,93.369,-34.8,5008.7,0
31,services,single,high.school,no,yes,no,cellular,jul,wed,20,999,0,nonexistent,93.918,-42.7,5228.1,0
47,management,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
36,technician,divorced,university.degree,,yes,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
47,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
50,retired,married,basic.4y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
32,blue-collar,single,basic.6y,no,no,no,cellular,apr,mon,4,999,0,nonexistent,93.075,-47.1,5099.1,0
47,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
39,blue-collar,divorced,basic.6y,,yes,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,1
55,services,divorced,high.school,,yes,yes,cellular,jul,tue,7,999,0,nonexistent,93.918,-42.7,5228.1,0
47,admin.,married,high.school,no,no,no,telephone,may,tue,3,999,0,nonexistent,93.994,-36.4,5191.0,1
40,technician,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,93.918,-42.7,5228.1,0
39,admin.,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
38,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,9,999,0,nonexistent,92.893,-46.2,5099.1,0
36,admin.,divorced,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,93.994,-36.4,5191.0,0
28,unemployed,single,high.school,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
57,management,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
38,technician,single,professional.course,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
34,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,93.2,-42.0,5195.8,0
46,admin.,single,university.degree,no,no,no,cellular,may,mon,4,999,0,nonexistent,92.893,-46.2,5099.1,0
53,management,married,high.school,no,no,no,cellular,nov,thu,1,999,1,failure,93.2,-42.0,5195.8,0
37,technician,married,professional.course,no,no,no,telephone,jul,thu,32,999,0,nonexistent,93.918,-42.7,5228.1,0
42,blue-collar,married,,,,,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
33,admin.,married,university.degree,no,yes,yes,telephone,aug,fri,2,999,0,nonexistent,93.444,-36.1,5228.1,0
37,management,married,university.degree,no,yes,no,cellular,oct,thu,3,3,3,success,94.601,-49.5,4963.6,1
38,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,93.444,-36.1,5228.1,0
58,management,married,basic.4y,no,no,no,telephone,may,tue,3,999,0,nonexistent,93.994,-36.4,5191.0,0
40,management,married,university.degree,no,no,no,cellular,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,0
50,technician,single,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,93.444,-36.1,5228.1,0
53,self-employed,married,basic.4y,no,no,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
28,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,5,999,0,nonexistent,92.893,-46.2,5099.1,0
38,technician,single,high.school,,yes,yes,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
41,management,married,university.degree,no,no,yes,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
26,self-employed,married,basic.4y,no,no,no,telephone,may,tue,3,999,0,nonexistent,92.893,-46.2,5099.1,0
51,blue-collar,married,basic.9y,,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
33,technician,divorced,professional.course,no,yes,no,cellular,apr,mon,1,999,1,failure,93.075,-47.1,5099.1,0
30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,1,9,2,success,92.713,-33.0,5023.5,1
30,admin.,married,university.degree,no,no,no,cellular,apr,wed,3,999,1,failure,93.075,-47.1,5099.1,0
41,admin.,single,high.school,no,no,no,cellular,nov,tue,3,999,1,failure,93.2,-42.0,5195.8,0
52,admin.,single,university.degree,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,92.963,-40.8,5076.2,0
45,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon,9,999,0,nonexistent,93.994,-36.4,5191.0,0
41,technician,married,basic.9y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
34,services,single,basic.9y,no,no,no,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
37,technician,married,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,93.444,-36.1,5228.1,0
43,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
30,admin.,married,university.degree,no,no,yes,telephone,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
21,student,single,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,92.201,-31.4,5076.2,0
33,management,single,professional.course,no,yes,no,cellular,nov,thu,6,999,0,nonexistent,93.2,-42.0,5195.8,0
26,technician,single,professional.course,no,no,no,cellular,jul,thu,3,999,2,failure,94.215,-40.3,4991.6,1
32,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,1
38,services,divorced,basic.6y,no,no,no,telephone,jun,tue,2,999,0,nonexistent,94.465,-41.8,5228.1,0
42,technician,married,professional.course,no,yes,yes,cellular,aug,mon,7,999,0,nonexistent,93.444,-36.1,5228.1,0
56,admin.,married,basic.9y,no,no,yes,cellular,may,thu,2,999,1,failure,92.893,-46.2,5099.1,0
35,management,single,university.degree,no,no,no,cellular,may,fri,2,999,0,nonexistent,92.893,-46.2,5099.1,0
36,services,single,university.degree,no,no,no,cellular,aug,fri,6,999,0,nonexistent,94.027,-38.3,4991.6,1
58,admin.,married,professional.course,no,yes,no,cellular,apr,thu,4,999,2,failure,93.749,-34.6,5008.7,0
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,2,6,1,success,94.767,-50.8,4963.6,1
39,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,1,failure,92.893,-46.2,5099.1,0
34,technician,married,professional.course,no,no,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
21,student,single,,no,no,no,cellular,sep,thu,1,999,1,failure,94.199,-37.5,4963.6,0
34,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,93.075,-47.1,5099.1,1
32,technician,single,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
45,admin.,married,university.degree,no,no,no,cellular,sep,mon,1,999,0,nonexistent,92.379,-29.8,5017.5,0
36,unemployed,divorced,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
49,technician,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
33,admin.,divorced,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
39,technician,married,,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
31,services,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,1
49,admin.,married,high.school,,no,no,cellular,apr,mon,1,6,1,success,93.749,-34.6,5008.7,0
27,blue-collar,single,basic.6y,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
34,technician,married,professional.course,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,93.2,-42.0,5195.8,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
31,services,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,93.2,-42.0,5195.8,0
30,technician,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,92.963,-40.8,5076.2,0
55,management,married,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,93.075,-47.1,5099.1,0
30,management,single,university.degree,no,no,yes,telephone,jul,mon,11,999,0,nonexistent,93.918,-42.7,5228.1,0
34,admin.,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
47,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
40,services,married,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
35,admin.,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
59,entrepreneur,married,university.degree,,yes,yes,telephone,may,tue,3,999,0,nonexistent,93.994,-36.4,5191.0,0
58,technician,divorced,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
48,entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,1,999,1,failure,92.893,-46.2,5099.1,1
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,93.2,-42.0,5195.8,0
54,admin.,married,university.degree,,no,no,cellular,jul,fri,3,999,0,nonexistent,93.918,-42.7,5228.1,0
33,technician,married,professional.course,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,93.444,-36.1,5228.1,0
30,admin.,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
36,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
35,blue-collar,married,basic.9y,,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
58,technician,married,professional.course,no,no,no,cellular,aug,tue,2,999,0,nonexistent,92.201,-31.4,5076.2,1
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,1,999,1,failure,93.075,-47.1,5099.1,0
39,unemployed,married,professional.course,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,94.465,-41.8,5228.1,0
55,,married,basic.4y,,yes,no,telephone,jun,tue,2,999,0,nonexistent,94.465,-41.8,5228.1,0
34,self-employed,single,university.degree,no,yes,no,cellular,may,mon,3,999,0,nonexistent,92.893,-46.2,5099.1,0
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,6,999,0,nonexistent,92.893,-46.2,5099.1,0
58,housemaid,married,basic.9y,no,no,no,cellular,aug,wed,3,999,0,nonexistent,93.444,-36.1,5228.1,0
48,blue-collar,single,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,93.2,-42.0,5195.8,0
38,services,married,high.school,no,yes,no,cellular,may,fri,1,999,1,failure,92.893,-46.2,5099.1,1
33,services,married,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
41,admin.,married,university.degree,no,no,no,cellular,nov,fri,3,999,0,nonexistent,93.2,-42.0,5195.8,0
26,entrepreneur,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,94.055,-39.8,4991.6,0
30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,1,failure,93.2,-42.0,5195.8,0
57,services,married,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
26,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,2,999,1,failure,92.893,-46.2,5099.1,0
83,retired,divorced,basic.4y,no,no,no,cellular,sep,thu,1,9,3,success,94.199,-37.5,4963.6,1
34,entrepreneur,single,professional.course,no,no,yes,telephone,jun,fri,4,999,0,nonexistent,94.465,-41.8,5228.1,0
48,services,single,high.school,,yes,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
39,self-employed,divorced,professional.course,no,yes,no,telephone,jun,thu,4,999,0,nonexistent,94.465,-41.8,5228.1,0
46,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,4,999,0,nonexistent,93.444,-36.1,5228.1,0
42,technician,married,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
33,services,married,professional.course,no,no,yes,cellular,jul,thu,7,999,0,nonexistent,93.918,-42.7,5228.1,0
43,admin.,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
49,admin.,single,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
54,housemaid,married,,no,yes,no,cellular,apr,fri,1,999,1,failure,93.075,-47.1,5099.1,0
41,technician,married,professional.course,no,yes,no,cellular,apr,tue,5,999,1,failure,93.075,-47.1,5099.1,1
55,retired,married,basic.6y,,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
46,technician,married,professional.course,no,no,no,cellular,apr,tue,1,999,0,nonexistent,93.075,-47.1,5099.1,1
51,management,married,high.school,,no,no,cellular,nov,wed,3,999,0,nonexistent,93.2,-42.0,5195.8,0
30,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,6,999,1,failure,92.893,-46.2,5099.1,0
40,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
35,technician,married,professional.course,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
77,retired,married,university.degree,no,yes,no,cellular,may,wed,1,6,4,success,93.876,-40.0,5008.7,1
56,self-employed,married,professional.course,no,no,yes,telephone,jun,fri,40,999,0,nonexistent,94.465,-41.8,5228.1,0
49,entrepreneur,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,92.893,-46.2,5099.1,0
70,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,4,999,0,nonexistent,92.843,-50.0,5099.1,0
43,technician,married,professional.course,no,no,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
33,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,93.444,-36.1,5228.1,0
57,technician,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
33,self-employed,married,university.degree,no,yes,no,telephone,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
48,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
31,admin.,single,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
50,entrepreneur,married,university.degree,no,yes,no,cellular,may,tue,3,999,0,nonexistent,92.893,-46.2,5099.1,0
46,self-employed,married,basic.9y,,no,no,telephone,may,mon,3,999,0,nonexistent,93.994,-36.4,5191.0,0
29,admin.,single,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,93.994,-36.4,5191.0,0
41,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,1,999,1,failure,93.075,-47.1,5099.1,0
56,admin.,married,university.degree,,no,no,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
52,admin.,single,university.degree,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,92.963,-40.8,5076.2,1
41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,1,5,1,success,93.075,-47.1,5099.1,1
32,technician,married,university.degree,no,yes,yes,telephone,jul,thu,6,999,0,nonexistent,93.918,-42.7,5228.1,0
48,entrepreneur,married,high.school,no,no,no,cellular,aug,wed,5,999,0,nonexistent,93.444,-36.1,5228.1,0
50,technician,married,university.degree,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,93.444,-36.1,5228.1,0
49,management,married,university.degree,no,no,no,telephone,may,wed,3,999,0,nonexistent,93.994,-36.4,5191.0,0
26,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
42,technician,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
32,management,married,university.degree,,yes,yes,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
51,self-employed,married,university.degree,,,,cellular,nov,fri,2,999,0,nonexistent,93.2,-42.0,5195.8,0
37,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,92.201,-31.4,5076.2,1
32,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,92.201,-31.4,5076.2,0
46,services,divorced,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
52,blue-collar,married,basic.4y,,yes,yes,cellular,aug,wed,4,999,0,nonexistent,93.444,-36.1,5228.1,1
24,services,single,high.school,no,no,no,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
30,technician,divorced,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,0
33,services,married,high.school,no,yes,no,cellular,may,thu,1,999,2,failure,92.893,-46.2,5099.1,0
35,blue-collar,single,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,92.893,-46.2,5099.1,0
31,admin.,single,basic.9y,no,yes,yes,cellular,may,fri,4,999,0,nonexistent,92.893,-46.2,5099.1,0
28,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
38,technician,married,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
31,admin.,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
58,technician,single,professional.course,no,yes,yes,telephone,jun,fri,4,999,0,nonexistent,94.465,-41.8,5228.1,0
30,technician,married,basic.9y,no,no,no,cellular,may,wed,4,999,1,failure,92.893,-46.2,5099.1,0
29,admin.,married,high.school,no,no,no,cellular,jun,wed,1,999,0,nonexistent,92.963,-40.8,5076.2,1
49,blue-collar,married,high.school,,yes,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
52,admin.,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
36,technician,divorced,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
45,admin.,divorced,university.degree,,no,no,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,1
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
57,housemaid,married,basic.4y,no,no,no,cellular,nov,fri,1,999,0,nonexistent,93.2,-42.0,5195.8,0
33,technician,married,professional.course,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,93.444,-36.1,5228.1,0
43,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
51,admin.,married,basic.9y,,yes,no,cellular,may,mon,6,6,2,success,92.893,-46.2,5099.1,0
31,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,8,999,0,nonexistent,94.465,-41.8,5228.1,0
39,admin.,married,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,93.075,-47.1,5099.1,1
41,admin.,divorced,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
31,technician,single,high.school,,no,no,cellular,aug,wed,5,999,0,nonexistent,93.444,-36.1,5228.1,0
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
28,services,married,high.school,no,yes,no,cellular,nov,wed,3,999,2,failure,94.767,-50.8,4963.6,0
62,retired,married,,no,no,no,cellular,aug,fri,4,999,0,nonexistent,92.201,-31.4,5076.2,1
28,unemployed,single,university.degree,no,no,yes,cellular,aug,thu,2,999,0,nonexistent,92.201,-31.4,5076.2,0
35,admin.,single,university.degree,,yes,no,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
25,admin.,married,university.degree,no,,,cellular,may,mon,7,999,0,nonexistent,92.893,-46.2,5099.1,1
59,management,married,basic.4y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,93.369,-34.8,5008.7,0
62,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,6,1,success,92.649,-30.1,5017.5,0
42,technician,divorced,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
56,management,divorced,high.school,no,no,yes,cellular,jul,wed,3,999,0,nonexistent,93.918,-42.7,5228.1,0
42,self-employed,married,university.degree,no,yes,no,telephone,may,mon,5,999,0,nonexistent,93.994,-36.4,5191.0,0
49,services,married,high.school,no,no,no,telephone,may,mon,1,999,1,failure,92.893,-46.2,5099.1,0
29,admin.,single,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,92.469,-33.6,5076.2,1
48,blue-collar,married,,,no,no,telephone,jun,mon,7,999,0,nonexistent,94.465,-41.8,5228.1,0
47,self-employed,married,basic.9y,no,yes,no,cellular,jul,wed,6,999,0,nonexistent,93.918,-42.7,5228.1,1
40,management,married,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,0
32,student,single,professional.course,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,93.2,-42.0,5195.8,0
39,admin.,married,high.school,no,,,cellular,may,mon,2,999,2,failure,92.893,-46.2,5099.1,0
28,services,single,,no,yes,no,cellular,may,tue,9,999,1,failure,92.893,-46.2,5099.1,0
52,self-employed,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
29,student,single,university.degree,no,yes,no,telephone,may,tue,17,999,0,nonexistent,93.994,-36.4,5191.0,0
30,blue-collar,single,basic.4y,,no,yes,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
37,technician,single,professional.course,,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,1
33,technician,single,basic.9y,no,no,no,telephone,may,thu,6,999,1,failure,92.893,-46.2,5099.1,0
63,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,92.431,-26.9,5017.5,1
57,admin.,divorced,university.degree,,yes,no,telephone,jul,tue,4,999,0,nonexistent,93.918,-42.7,5228.1,0
39,blue-collar,married,basic.9y,no,,,telephone,jun,thu,4,999,0,nonexistent,94.465,-41.8,5228.1,0
24,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
29,unemployed,single,high.school,no,no,no,cellular,apr,wed,2,999,0,nonexistent,93.075,-47.1,5099.1,0
